username,comment,comment_cleansing,predict_label
@likhamara5987,"['kalo', 'anak', 'sekolah', 'biar', 'orang', 'petinggi', 'ajar', 'korupsi', 'kalo', 'korupsi', 'dikit', 'nanggung', 'mending', 'korupsi', 'nanggung', 'negara', 'mending', 'denda', 'dikit', 'penjara', 'bentar', 'penjara', 'enak', 'kayak', 'hotel']",kalo anak sekolah biar orang petinggi ajar korupsi kalo korupsi dikit nanggung mending korupsi nanggung negara mending denda dikit penjara bentar penjara enak kayak hotel,Negatif
@sidikmaulana793,"['gaji', 'besar', 'enggak']",gaji besar enggak,Negatif
@arikpurwo2900,"['pengkondisian', 'kunci', 'minyak', 'goreng', 'gas', 'melon', 'kemarin', 'pengkondisian']",kondisi kunci minyak goreng gas melon kemarin kondisi,Positif
@rahmanzainal2078,"['hukum', 'mati', 'hukum', 'mati', 'hukum', 'mati', 'bodoh', 'indonesia', 'pelihara', 'binatang']",hukum mati hukum mati hukum mati bodoh indonesia pelihara binatang,Negatif
@TarminiMini-cd8ng,"['uu', 'rampas', 'aset', 'korupsi', 'syah', 'partai', 'republik', 'enggak', 'mahasiswa', 'gabung', 'parpol', 'piye', 'solusine']",uu rampas aset korupsi syah partai republik enggak mahasiswa gabung parpol piye solusine,Netral
@rahmanzainal2078,"['uang', 'korupsi', 'rakyat', 'langsung', 'rampas', 'aset', 'pribadi', 'miskin', 'buang', 'zimbabwe', 'enggak', 'gantung', 'hukumati']",uang korupsi rakyat langsung rampas aset pribadi miskin buang zimbabwe enggak gantung hukumati,Negatif
@undarapandinatauun3183,"['jaksa', 'agung', 'isdebes']",jaksa agung isdebes,Negatif
@wwtnugrohoid6753,"['man', 'teman', 'muka', 'anjngg']",man teman muka anjngg,Negatif
@HeniPuspasari-i3y,"['manusia', 'diksh', 'jabat', 'gaji', 'serakah', 'krg', 'uang']",manusia diksh jabat gaji serakah krg uang,Negatif
@vermansjahadeet1587,"['tikus', 'tak', 'kenyang', 'rakus', 'kepalang', 'sial', 'tikus', 'amat', 'pintar', 'kucing', 'tatar']",tikus tak kenyang rakus kepalang sial tikus amat pintar kucing tatar,Negatif
@KebenaranSejati900,"['ahan', 'enggak', 'hawatir', 'tangkap', 'lapas', 'beli', 'harga', 'pegawai', 'lapas', 'bayar', 'pakai', 'duit', 'uang', 'atur']",ahan enggak hawatir tangkap lapas beli harga pegawai lapas bayar pakai duit uang atur,Negatif
@nendistadista7691,"['hebat', 'maling', 'duit', 'negara', 'enggak', 'bonyok', 'pakai', 'batik', 'laku', 'halus', 'coba', 'kalo', 'maling', 'bonyok', 'muka', 'pleasse', 'kpk', 'laku', 'koruptor', 'layak', 'maling', 'jera', 'niat', 'korupsi', 'pikir', 'korupsi', 'darah', 'daging', 'indonesia', 'korupsi', 'oknum', 'okum', 'orang', 'jujur', 'miris']",hebat maling duit negara enggak bonyok pakai batik laku halus coba kalo maling bonyok muka pleasse kpk laku koruptor layak maling jera niat korupsi pikir korupsi darah daging indonesia korupsi oknum okum orang jujur miris,Negatif
@PEJEX05,"['ngono', 'kui', 'i', 'gek', 'ndang', 'paten', 'anjir']",ngono kui i gek ndang paten anjir,Negatif
@yusupyusup6196,"['tembak', 'mati', 'kayak', 'china', 'tuh', 'indonesia', 'nyantai']",tembak mati kayak china tuh indonesia nyantai,Negatif
@mukhlismahmud5092,"['kalo', 'demo', 'tembak', 'mati', 'koruptor']",kalo demo tembak mati koruptor,Negatif
@SaipulIrwan-p9n,"['ayo', 'korupsi', 'rakyat', 'enggak', 'erti']",ayo korupsi rakyat enggak erti,Negatif
@pepguardiola3025,"['rugi', 'pertamina']",rugi pertamina,Negatif
@fitripurnamasari9300,"['hancur', 'negara', 'indonesia', 'cinta']",hancur negara indonesia cinta,Positif
@musikperintis,['sembelih'],sembelih,Negatif
@Asterpedia3000,"['beli', 'pertalite', 'harga', 'pertamax', 'tipu', 'rugi', 'rugi', 'negara', 't', 'masyarakat', 'indonesia', 'beli', 'pertamax', 'rugi']",beli pertalite harga pertamax tipu rugi rugi negara t masyarakat indonesia beli pertamax rugi,Negatif
@alexs9368,"['hukum', 'mati', 'biar', 'enggak', 'colong', 'rakyat', 'makmur']",hukum mati biar enggak colong rakyat makmur,Negatif
@runnrunofficial884,"['tenang', 'entar', 'hukum']",tenang entar hukum,Negatif
@Asterpedia3000,"['kiamat', 'juluk', 'negara', 'kembang']",kiamat juluk negara kembang,Negatif
@Arienzo56,"['parah', 'bobrok', 'enggak', 'akhlak', 'muak', 'dengar', 'korupsi', 'hukum', 'mati', 'enggak', 'jalan']",parah bobrok enggak akhlak muak dengar korupsi hukum mati enggak jalan,Negatif
@Firmans23,"['ganti', 'jajar', 'direksi', 'pertamina']",ganti jajar direksi pertamina,Netral
@yudame4384,"['urip', 'iku', 'urup']",urip iku urup,Negatif
@YudiFerdinal-q1k,"['uu', 'rampas', 'aset', 'sangka']",uu rampas aset sangka,Negatif
@kasebrani9052,"['kkn', 'barang', 'tongkat', 'estafet', 'tiap', 'rezim', 'bola', 'salju', 'kesana', 'besar', 'porsi', 'legacy']",kkn barang tongkat estafet tiap rezim bola salju kesana besar porsi legacy,Positif
@Dillafarah019,"['manusia', 'laknat']",manusia laknat,Negatif
@bangobin4723,"['jidat', 'hitam', 'hitam', 'hati']",jidat hitam hitam hati,Negatif
@LukmanHakim-iu1nr,"['gula', 'gila', 'korupsi', 'ampun', 'penjara', 'ambil', 'aset', 'jeblos', 'orang', 'lobang', 'buaya', 'kayak', 'korut']",gula gila korupsi ampun penjara ambil aset jeblos orang lobang buaya kayak korut,Negatif
@KrisanSuseno,"['heran', 'bangga', 'koruptor', 'gaji', 'deh', 'gede', 'gaji', 'sayang', 'syukur']",heran bangga koruptor gaji deh gede gaji sayang syukur,Positif
@LukmanHakim-iu1nr,"['edan', 'edan', 'edan', 'korupsi', 'gantung', 'ambil', 'aset']",edan edan edan korupsi gantung ambil aset,Negatif
@vinasrihandayani563,"['rugi', 'rakyat', 'itumah', 'gaji', 'miliyaran', 'tamak']",rugi rakyat itumah gaji miliyaran tamak,Negatif
@johansensiallagan1971,"['cuman', 'begitu', 'laku', 'koruptor', 'potong', 'satu', 'telinga', 'jari', 'biji', 'mata', 'rakyat', 'perih', 'tahan', 'miskin', 'akibat', 'koruptor']",cuman begitu laku koruptor potong satu telinga jari biji mata rakyat perih tahan miskin akibat koruptor,Negatif
@rupiah9296,"['ahok', 'pergi', 'maling']",ahok pergi maling,Negatif
@MukhyidinAlvarez-qo1vg,"['gaji', 'gede', 'serakah', 'korup', 'astaga']",gaji gede serakah korup astaga,Negatif
@bengal192,"['rugi', 'negara', 'enggak', 'salah', 'tuh']",rugi negara enggak salah tuh,Negatif
@emanizar479,"['korupsi', 'korupsi', 'korupsi', 'hukum', 'gantung', 'terap', 'indonesia', 'koruptor', 'jamin', 'indonesia', 'depan', 'makmur']",korupsi korupsi korupsi hukum gantung terap indonesia koruptor jamin indonesia depan makmur,Positif
@aansetiobudi9146,"['rakyat', 'indonesia', 'koruptor', 'hukum', 'mati', 'umur', 'hidup', 'koruptor', 'sangatt', 'kejam', 'curi', 'uang', 'rakyat', 'cari', 'makan', 'susah', 'curi', 'hukum', 'ringan']",rakyat indonesia koruptor hukum mati umur hidup koruptor sangatt kejam curi uang rakyat cari makan susah curi hukum ringan,Negatif
@fanirahmayenita9396,"['miskin', 'hukum', 'berat', 'berat']",miskin hukum berat berat,Negatif
@andeliyane8820,"['negara', 'rugi', 'konsumen', 'dirugkani', 'jenderal', 'perintah', 'atasnama', 'pertamina', 'tanggung', 'adil', 'rakyat', 'tipu', 'kebiadaaban', 'harga', 'pertamax', 'sama', 'pertalite', 'halo', 'shell', 'vivo', 'petronas', 'pindah', 'lain', 'hati']",negara rugi konsumen dirugkani jenderal perintah atasnama pertamina tanggung adil rakyat tipu kebiadaaban harga pertamax sama pertalite halo shell vivo petronas pindah lain hati,Negatif
@asepriansyah3846,"['arak', 'keliling', 'indonesia']",arak keliling indonesia,Positif
@wiyarmanandri671,"['bukti', 'gaji', 'besar', 'enggak', 'jamin', 'korupsi', 'coba', 'tebak', 'hukum']",bukti gaji besar enggak jamin korupsi coba tebak hukum,Negatif
@suhariadi4677,"['dewan', 'awas', 'pertamina', 'kerja']",dewan awas pertamina kerja,Negatif
@earthcitizen4405,"['enggak', 'beli', 'pertalite', 'pertamax', 'alas', 'performa', 'kendara', 'jaga', 'eh', 'tipu', 'diketawain', 'teman', 'beli', 'shell']",enggak beli pertalite pertamax alas performa kendara jaga eh tipu diketawain teman beli shell,Positif
@hertedytedy-fv3qz,"['presiden', 'koruptor', 'mapia', 'minyak', 'pertamax', 'hukum', 'mati', 'orang', 'jahat', 'piraun']",presiden koruptor mapia minyak pertamax hukum mati orang jahat piraun,Negatif
@nengahsasi9281,"['kubur', 'tank', 'pertamina']",kubur tank pertamina,Negatif
@jonathandwi8069,"['pertamina', 'bobrok']",pertamina bobrok,Negatif
@AkutuhKepo,"['negara', 'indonesia', 'ladang', 'parah', 'koruptor', 'tabung', 'harta']",negara indonesia ladang parah koruptor tabung harta,Negatif
@sitikolipah7295,"['tau', 'koropsi', 'ulang', 'ulang', 'prisiden', 'antik', 'antik', 'tri', 'tutup', 'tri', 'rakyat', 'suka', 'koroptor', 'hukum', 'mati', 'laksana', 'negara', 'maju']",tau koropsi ulang ulang prisiden antik antik tri tutup tri rakyat suka koroptor hukum mati laksana negara maju,Negatif
@suparmansuparman3525,"['langsung', 'dor']",langsung dor,Positif
@anasputra5557,"['parah', 'indonesia', 'korupsi']",parah indonesia korupsi,Negatif
@serpihanhati5163,"['drama', 'pertamina', 'ulang', 'dirut', 'pertamina', 'ibnu', 'sutowo', 'mati', 'makam', 'sanding', 'jaksa', 'agung', 'lopa', 'ulang', 'duit', 'oh', 'duit']",drama pertamina ulang dirut pertamina ibnu sutowo mati makam sanding jaksa agung lopa ulang duit oh duit,Positif
@elismawati4288,"['hukum', 'mati', 'langsung', 'miskin']",hukum mati langsung miskin,Negatif
@setiabudisiswanto71,"['tolong', 'jaksa', 'tuntut', 'maksimal', 'sangka', 'suruh', 'buka', 'masker', 'biar', 'tonton', 'rakyat', 'wajah']",tolong jaksa tuntut maksimal sangka suruh buka masker biar tonton rakyat wajah,Positif
@novitasari237,"['enggak', 'hukum', 'mati', 'koruptor']",enggak hukum mati koruptor,Negatif
@RONAiskandar-n5c,"['woii', 'hukum', 'mati', 'langsung']",woii hukum mati langsung,Negatif
@dasyatrengga7476,"['hukum', 'berat', 'miskin']",hukum berat miskin,Negatif
@syafaat3749,"['hukum', 'malas', 'komentar']",hukum malas komentar,Negatif
@melayuadamaruah,"['lempar', 'telurr', 'said', 'akbardesh']",lempar telurr said akbardesh,Negatif
@salmaaninda6032,"['tegak', 'hukum', 'islam', 'korup', 'hukum', 'mati']",tegak hukum islam korup hukum mati,Negatif
@osiadrian5503,"['korupsi', 'timah', 'enggak', 'borgol', 'korupsi', 'wkwkw']",korupsi timah enggak borgol korupsi wkwkw,Negatif
@jafarrealme9183,"['laeb', 'laeb', 'laeb', 'warek', 'warek', 'tikus', 'e', 'wes', 'warek']",laeb laeb laeb warek warek tikus e wes warek,Negatif
@hendradwisaputra1535,['gowedeng'],gowedeng,Negatif
@werrynovanderma555,"['kah', 'koruptor', 'sikat', 'perintah']",kah koruptor sikat perintah,Negatif
@arkana1136,"['hukum', 'mati']",hukum mati,Negatif
@usdyapriyastiberlianayahya1097,"['ani', 'ani']",ani ani,Negatif
@setiawardani_,"['mentok', 'berkelakuan', 'tanggung', 'keluarga', 'ringan']",mentok laku tanggung keluarga ringan,Negatif
@dadalnilhadiputra7335,"['wajah', 'tau', 'nasip', 'sial', 'kena', 'penjara']",wajah tau nasip sial kena penjara,Negatif
@Perintis-g2y,"['ayo', 'seruk', 'hukum', 'mati', 'koruptor']",ayo seruk hukum mati koruptor,Negatif
@Perintis-g2y,"['hukum', 'mati', 'koruptor']",hukum mati koruptor,Negatif
@rengginangkemangi8222,"['istri', 'anak', 'sdr', 'tonton', 'tangan', 'borgol', 'makan', 'minum', 'uang', 'haram', 'astaghfirullah']",istri anak sdr tonton tangan borgol makan minum uang haram astaghfirullah,Negatif
@Latifaffandy,"['masak', 'enggak', 'arak', 'keliling', 'kotaa', 'ngangkat', 'tangki', 'pertamina', 'tikuss', 'wajar', 'racun', 'kalo', 'mati', 'pukull', 'bakar', 'lenyaap', 'tak', 'sisa', 'hama', 'cekik', 'juta', 'rakyat', 'perut', 'sangaat', 'tegaa']",masak enggak arak keliling kotaa ngangkat tangki pertamina tikuss wajar racun kalo mati pukull bakar lenyaap tak sisa hama cekik juta rakyat perut sangaat tegaa,Negatif
@lisnayuniyati5196,"['koruptor', 'asing', 'pulau', 'nusakambangan']",koruptor asing pulau nusakambangan,Negatif
@TINTIN-l4k,"['jaman', 'presiden', 'modern', 'infrastruktur', 'minim', 'hidup', 'sejahtera', 'tidak', 'ekonomi', 'sulit', 'hidup', 'kembang', 'korupsi', 'gila', 'gila']",jaman presiden modern infrastruktur minim hidup sejahtera tidak ekonomi sulit hidup kembang korupsi gila gila,Positif
@multyChaneL27,"['pintar', 'indonesia', 'bawa', 'makmur', 'rakyat', 'andal', 'penting', 'rakyat', 'disekenariokan', 'bbm', 'dana', 'habis', 'rakyat', 'tanggung', 'sadar', 'sempat', 'pimpin', 'bangsa']",pintar indonesia bawa makmur rakyat andal penting rakyat disekenariokan bbm dana habis rakyat tanggung sadar sempat pimpin bangsa,Positif
@febrydirgaofficial2396,"['ahoh', 'ahok', 'urus', 'anak', 'buah', 'mu', 'korupsi', 'jabat', 'mu', 'bongkar', 'semha', 'selesai']",ahoh ahok urus anak buah mu korupsi jabat mu bongkar semha selesai,Negatif
@ronikeceh,"['pentas', 'hukum', 'mati', 'iblis', 'sungkem', 'ilmu', 'jahat']",pentas hukum mati iblis sungkem ilmu jahat,Negatif
@samsuarsamad4870,"['laku', 'tahan', 'bawa', 'bekal', 'bawa', 'lengkap', 'tidur', 'kamar', 'khusus', 'campur', 'tahan', 'pandang', 'status']",laku tahan bawa bekal bawa lengkap tidur kamar khusus campur tahan pandang status,Positif
@Pakbondol7706,"['pertamax', 'oplos', 'rugi', 'rakyat', 'konsumen', 'patuh', 'jalan', 'anjur', 'perintah', 'pertamax']",pertamax oplos rugi rakyat konsumen patuh jalan anjur perintah pertamax,Negatif
@deadea7123,"['hukum', 'mati', 'miskin', 'titik']",hukum mati miskin titik,Negatif
@eliminated1,"['indonesia', 'kera', 'bos']",indonesia kera bos,Negatif
@alaziz5822,"['perintah', 'takut', 'rugi', 'negara']",perintah takut rugi negara,Negatif
@mantepchannel4,"['tuntut', 'pertamina', 'gratis', 'bbm', 'rakyat', 'indonesia']",tuntut pertamina gratis bbm rakyat indonesia,Positif
@udinihya9380,"['paten', 'wae', 'halal', 'gantung', 'biyar', 'enggak', 'korupsi', 'paten']",paten wae halal gantung biyar enggak korupsi paten,Negatif
@udhexlaode2930,"['spbu', 'ketat', 'salur', 'bbm', 'nnharus', 'pakai', 'barcode', 'tiada', 'faedah', 'masyarakat']",spbu ketat salur bbm nnharus pakai barcode tiada faedah masyarakat,Positif
@endah9612,"['buset', 'deh', 'rakus']",buset deh rakus,Positif
@burungberkicaumerdu,"['rugi', 'negara', 'woy', 'masyarakat', 'sekolah', 'pintar', 'ilmu', 'ngibul']",rugi negara woy masyarakat sekolah pintar ilmu ngibul,Positif
@nawawiutomo8612,"['pakai', 'rompi', 'dipakein', 'enggak', 'suruh', 'jalan', 'jongkok', 'koruptor']",pakai rompi dipakein enggak suruh jalan jongkok koruptor,Negatif
@andreicarlos7275,"['enggak apa', 'rugi', 'negara', 'hukum', 'enggak', 'mati', 'keluarga', 'miskin', 'sanksi', 'sosial', 'enggak apa', 'gas', 'mati', 'tumbuh', 'ribu']",enggak apa rugi negara hukum enggak mati keluarga miskin sanksi sosial enggak apa gas mati tumbuh ribu,Negatif
@sugengprasetio9096,"['hukum', 'mati']",hukum mati,Negatif
@vbnayachanel7356,"['kalo', 'hukum', 'mati', 'langgar', 'ham', 'potong', 'tangan']",kalo hukum mati langgar ham potong tangan,Negatif
@IPAJ-PAJRUROHMAN1878,"['kalo', 'maju', 'indonesia']",kalo maju indonesia,Positif
@bayuprabowo5080,"['susah', 'koruptor', 'hukum', 'mati', 'paracpidana', 'narkoba', 'bunuh', 'rencana']",susah koruptor hukum mati paracpidana narkoba bunuh rencana,Negatif
@indrapurniawanindra7136,"['negeri', 'rampok']",negeri rampok,Negatif
@linggarsatrio4684,"['mahasiswa', 'demo', 'berani', 'demo', 'rampas', 'aset']",mahasiswa demo berani demo rampas aset,Positif
@antoniq9000-med,"['uang', 'alir', 'mana', 'buka', 'pubik', 'enggak']",uang alir mana buka pubik enggak,Negatif
@junijanuar1840,"['pertamax', 'oplos', 'pertalite', 'jual', 'pertamina', 'harga', 'pertamax', 'pertamina', 'untung', 'untung', 'pertamina', 'milik', 'rugi', 'konsumen', 'pertamax', 'oplos']",pertamax oplos pertalite jual pertamina harga pertamax pertamina untung untung pertamina milik rugi konsumen pertamax oplos,Positif
@aryadillahpratama5250,"['manusia', 'tamak', 'enak', 'kerja', 'jabat', 'bilang', 'korupsi', 'syukur', 'negara', 'bersih', 'bebass', 'hal', 'rugi', 'samping', 'susah', 'orang', 'cari', 'kerja', 'manusia', 'syukur', 'tunjuk', 'tamak', 'bodoh']",manusia tamak enak kerja jabat bilang korupsi syukur negara bersih bebass hal rugi samping susah orang cari kerja manusia syukur tunjuk tamak bodoh,Positif
@LindaBenedikta,"['enggak', 'undang', 'hukum', 'mati', 'sita', 'aset', 'negara', 'parah', 'bikin', 'undang', 'susah']",enggak undang hukum mati sita aset negara parah bikin undang susah,Negatif
@Tripleclown2212,"['karrna', 'sikap', 'sopan', 'sidang', 'milik', 'keluarga', 'tanggung', 'belit', 'belit', 'keterangab', 'kena', 'vonis', 'denda', 'juta', 'gaji', 'thp', 'dirut', 'pertamina']",karrna sikap sopan sidang milik keluarga tanggung belit belit keterangab kena vonis denda juta gaji thp dirut pertamina,Positif
@user-wc9xp8bv8rsri,"['orang', 'rakus', 'enggak', 'lihat', 'orang', 'miskin', 'cari', 'dwt', 'makan', 'besok', 'cari']",orang rakus enggak lihat orang miskin cari dwt makan besok cari,Positif
@PendiEfendi-m9k,"['hukum', 'cocok', 'tanam', 'tinggal', 'kepala', 'ramai', 'lempar', 'batu']",hukum cocok tanam tinggal kepala ramai lempar batu,Positif
@PhexzdeLonge,"['hukum', 'mati']",hukum mati,Negatif
@PortunerVrz,"['bilang', 'rugi', 'negara', 'rugi', 'rakyat', 'beli', 'pertamax', 'pertalite', 'pantesan', 'plat', 'merah', 'beli', 'pertalite', 'tau', 'pertamax', 'oplos']",bilang rugi negara rugi rakyat beli pertamax pertalite pantesan plat merah beli pertalite tau pertamax oplos,Negatif
@dittopid5627,"['parah', 'maximal', 'bayang', 'triliun', 'bangun', 'indonesia', 'uap', 'subsidi', 'korupsi']",parah maximal bayang triliun bangun indonesia uap subsidi korupsi,Negatif
@sariahjtb9850,"['manusia', 'biadab', 'gaji', 'gede', 'susah', 'rakyat', 'babi']",manusia biadab gaji gede susah rakyat babi,Negatif
@yulizartajuddin2213,"['bentar', 'hilang', 'fitelan', 'bumi', 'deh', 'tau', 'ptosesnya', 'duit', 'simpan', 'danantara']",bentar hilang fitelan bumi deh tau ptosesnya duit simpan danantara,Negatif
@mohzanuarzarkasi9567,"['kiamat', 'hukum', 'mati', 'kuroptor']",kiamat hukum mati kuroptor,Negatif
@pirnadi,"['mesin', 'atm', 'jabat', 'negara', 'jabat']",mesin atm jabat negara jabat,Positif
@GoooOnic,"['jihahahah', 'ngisi', 'pertamax', 'geleng', 'kepala', 'hidup', 'pertalite', 'pertalite']",jihahahah ngisi pertamax geleng kepala hidup pertalite pertalite,Negatif
@acungbalik2264,"['hukum', 'mati']",hukum mati,Negatif
@acungbalik2264,"['hukum', 'mati', 'wajib']",hukum mati wajib,Negatif
@Candramarcelina,"['langsung', 'hukum', 'mati', 'gorok', 'leher', 'hadap', 'masyarakat']",langsung hukum mati gorok leher hadap masyarakat,Negatif
@acungbalik2264,"['hukum', 'mati', 'korupsi']",hukum mati korupsi,Negatif
@acungbalik2264,"['hukum', 'mati', 'korupsi']",hukum mati korupsi,Negatif
@easyacoustic1693,"['gemas', 'ku', 'congor', 'kepala', 'botak', 'ksekian', 'kaliny', 'korupsi', 'coba', 'pelakuny', 'kasi', 'prlakuan', 'lembut', 'kayak', 'kasih', 'bogem', 'mentah', 'dikit', 'soalny', 'korupsi']",gemas ku congor kepala botak ksekian kaliny korupsi coba pelakuny kasi prlakuan lembut kayak kasih bogem mentah dikit soalny korupsi,Negatif
@acungbalik2264,"['hukum', 'mati', 'korupsi']",hukum mati korupsi,Negatif
@acungbalik2264,"['hukum', 'mati', 'korupsi']",hukum mati korupsi,Negatif
@ramaduka32,"['hukum', 'mati', 'tuju', 'miskin']",hukum mati tuju miskin,Netral
@mirakelhamid3967,"['zaman', 'suharto', 'impor', 'bbm', 'kilang', 'sanggup', 'penuh', 'butuh', 'negeri', 'aneh', 'jagung', 'bedak', 'minyak', 'bumi', 'mentah', 'minyak', 'bumi', 'pakai', 'impor', 'minyak', 'bumi', 'mentah', 'minyak', 'bumi']",zaman suharto impor bbm kilang sanggup penuh butuh negeri aneh jagung bedak minyak bumi mentah minyak bumi pakai impor minyak bumi mentah minyak bumi,Positif
@ImronImrana,"['korupsi', 'indonesia', 'budaya', 'habis', 'wlpun', 'berantas', 'akar', 'korupsi', 'takut', 'miskin', 'ayo', 'dpr', 'dukung', 'uu', 'rampas', 'aset', 'miskin']",korupsi indonesia budaya habis wlpun berantas akar korupsi takut miskin ayo dpr dukung uu rampas aset miskin,Positif
@Drakormovie-f1n,"['rakyat', 'rugi', 'beli', 'pertamax', 'isi', 'pertalite', 'ganti', 'rugi']",rakyat rugi beli pertamax isi pertalite ganti rugi,Negatif
@AbdulMuttaqin-y6f,"['hulu', 'hilir', 'mafia', 'minyak', 'mafia', 'keroco', 'hingga', 'mafia', 'kakap', 'kelola', 'profesional', 'makmur', 'negara', 'harap', 'perintah', 'pilih', 'orang', 'milik', 'integritas', 'makmur', 'negara', 'struktural', 'holding', 'anak', 'usaha', 'sadam', 'husen', 'kelola', 'minyak', 'irak', 'bangun', 'irak', 'makmur', 'bahan', 'mentah', 'limpah', 'daya', 'kelola', 'kilang', 'kelola', 'kapasitas', 'besar', 'tidak', 'impor', 'penuh', 'butuh', 'pasok', 'negeri', 'moga', 'reformasi', 'besar', 'besar', 'tubuh', 'pertamina', 'cipta', 'pertamina', 'saing', 'kanca', 'dunia', 'makmur', 'bangsa', 'negara']",hulu hilir mafia minyak mafia keroco hingga mafia kakap kelola profesional makmur negara harap perintah pilih orang milik integritas makmur negara struktural holding anak usaha sadam husen kelola minyak irak bangun irak makmur bahan mentah limpah daya kelola kilang kelola kapasitas besar tidak impor penuh butuh pasok negeri moga reformasi besar besar tubuh pertamina cipta pertamina saing kanca dunia makmur bangsa negara,Positif
