username,comment,comment_cleansing
@ObetSolar,"['deh', 'tau', 'salah', 'buat', 'laku', 'dasar', 'orang', 'hati', 'iblis', 'otak', 'mnurut', 'hukum', 'mati', 'manusia', 'tak', 'takut', 'hukum', 'lsgi', 'mem', 'kaya', 'keluarga', 'mu']",deh tau salah buat laku dasar orang hati iblis otak mnurut hukum mati manusia tak takut hukum lsgi mem kaya keluarga mu
@HermanoAdi,"['jalan', 'bijak', 'perintah', 'salah', 'periksa', 'perintah', 'bobrok', 'negara']",jalan bijak perintah salah periksa perintah bobrok negara
@darmalisanacong3476,"['karen', 'kaki', 'tangan']",karen kaki tangan
@wennytapasyani7664,"['enggak', 'laku', 'utama', 'the', 'no', 'bantu', 'laku', 'utama']",enggak laku utama the no bantu laku utama
@mokhammadzuhri16,"['jancookk', 'tenan', 'rakyat', 'derita', 'jabat', 'hura', 'hahahahahassuu']",jancookk tenan rakyat derita jabat hura hahahahahassuu
@andiandiandi4038,"['rakyat', 'presiden', 'tolong', 'uud', 'korupsi', 'tembat', 'mati', 'putra', 'aceh', 'tolong', 'presiden', 'tinggal', 'diam', 'dimn', 'wibawa', 'presiden']",rakyat presiden tolong uud korupsi tembat mati putra aceh tolong presiden tinggal diam dimn wibawa presiden
@lolitaagustina9356,"['berani', 'enggak', 'bongkarr', 'pliiss']",berani enggak bongkarr pliiss
@benileosaputra2756,"['hukum', 'mati']",hukum mati
@Effectyears,['vangke'],vangke
@SayaBaik-h4p,"['njotos', 'wonge']",njotos wonge
@125Budi1967,"['kpk', 'kerja', 'receh', 'jagung', 'trilyunan']",kpk kerja receh jagung trilyunan
@salehsalh8568,[],
@IrfanAlghifari-o4t,"['ahok', 'nih', 'bang', 'ahokk', 'anak', 'buah', 'nih']",ahok nih bang ahokk anak buah nih
@007jbond7,"['anjim', 'lu', 'gaji', 'gede', 'iblis', 'lu']",anjim lu gaji gede iblis lu
@PramonoSatrio,['hukum'],hukum
@Orangbiasa_45,"['bagus', 'baju']",bagus baju
@Arisdagang,"['enggak', 'pukul', 'maling', 'ribu', 'kemarin', 'pom', 'tampar', 'senyum', 'hukum', 'mati']",enggak pukul maling ribu kemarin pom tampar senyum hukum mati
@rahaherlangga6011,['orang'],orang
@fridasmooty2992,"['negara', 'indonesia', 'nikmat', 'orang', 'kuasa', 'jabat', 'mafia', 'rakyat', 'miskinya', 'rasai', 'harga', 'mahal', 'dapat', 'minim', 'enggak', 'dapat', 'hari']",negara indonesia nikmat orang kuasa jabat mafia rakyat miskinya rasai harga mahal dapat minim enggak dapat hari
@muhamadHanafi-sm2sl,"['taun', 'tri', 'esdm']",taun tri esdm
@lisnasaifuddin,"['curi', 'orang', 'kayak']",curi orang kayak
@wahdahrahmi4592,"['percaya', 'libat', 'ajar', 'profesional', 'hati', 'politik']",percaya libat ajar profesional hati politik
@sudirsultan9961,"['kah', 'negara', 'gaji', 'rugi', 'rakyat', 'jangkah', 'kontran', 'kaji', 'dalam', 'hukum', 'berat', 'berat', 'biar', 'kapok']",kah negara gaji rugi rakyat jangkah kontran kaji dalam hukum berat berat biar kapok
@jamalsitorus1666,"['jabat', 'korupsi']",jabat korupsi
@mugnihaji6732,"['resint', 'ungkap', 'perintah', 'jabat']",resint ungkap perintah jabat
@turistio373,"['firli', 'beku']",firli beku
@RSYANTI-KALIANGET,"['alas', 'orang', 'hebat', 'pergi', 'negeri', 'pintar', 'cerdas', 'negeri', 'reward', 'kerdil', 'bilang', 'orang', 'hebat', 'kalah', 'orang', 'koneksi', 'pepatah', 'bilang', 'jaman', 'hujan', 'batu', 'negeri', 'hujan', 'emas', 'negeri', 'orang', 'orang', 'kontribusi', 'negeri', 'kerdil', 'orang', 'kuasa']",alas orang hebat pergi negeri pintar cerdas negeri reward kerdil bilang orang hebat kalah orang koneksi pepatah bilang jaman hujan batu negeri hujan emas negeri orang orang kontribusi negeri kerdil orang kuasa
@yudibewok1643,"['polisi', 'tangkap', 'firli', 'status', 'sangka']",polisi tangkap firli status sangka
@kokppoimp3259,"['korupsi', 'ambil', 'jahat', 'dasi', 'aji', 'mumpung', 'timbun', 'harta', 'jabat', 'hukum', 'mati', 'henti']",korupsi ambil jahat dasi aji mumpung timbun harta jabat hukum mati henti
@jempol.kejepit,['ngempeng'],ngempeng
@novrizasyah896,"['kambing', 'hitam', 'petral']",kambing hitam petral
@HenryHer-os6ju,"['hahaa', 'parah', 'negara', 'indonesia', 'ladang', 'koropsi']",hahaa parah negara indonesia ladang koropsi
@EniSumala,[],
@BASSChannel5758,"['puncak', 'klasemen']",puncak klasemen
@EbitAnwar,"['bilang', 'gaji', 'tunjang', 'enggak', 'gaji', 'tunjang', 'bonus', 'direksi', 'usaha']",bilang gaji tunjang enggak gaji tunjang bonus direksi usaha
@muhammadfauzanarief4921,"['anjir', 'korupsi', 'negara']",anjir korupsi negara
@torsimania6199,"['korupsi', 'struktur', 'rencana', 'halus', 'haru', 'hukum', 'mati', 'china', 'vietnam']",korupsi struktur rencana halus haru hukum mati china vietnam
@InaraKhairunnisa-p4l,"['gembong', 'mafia', 'besar', 'rijal', 'khalin', 'irawan', 'prakosonya']",gembong mafia besar rijal khalin irawan prakosonya
@oppobaru9676,"['pakai', 'masker']",pakai masker
@mariogabriel3930,"['sekolah', 'maling', 'dasi']",sekolah maling dasi
@PakcikGapar,['jagung'],jagung
@Pemburu-iw6rj,"['berita', 'isi', 'koruptor', 'bosan', 'muak']",berita isi koruptor bosan muak
@angelinataniawati4569,"['hukum', 'gantung', 'kaki', 'tangan', 'ikat', 'gantung', 'kepala', 'bawah', 'he', 'he']",hukum gantung kaki tangan ikat gantung kepala bawah he he
@Lyokors,"['inj', 'berita']",inj berita
@S_celebes.19,"['korup', 'dibwah', 't', 'miskin', 'potong', 'tangan', 'penjara', 'umur', 'hidup', 'klasemen', 't', 'kerangkeng', 'benam', 'dasar', 'laut', 'klasemen', 'atas', 't', 'ikat', 'tangan', 'kaki', 'gantung', 'tiang', 'listrik', 'biar', 'banyak', 'rakyat', 'sempat', 'pretel', 'mampus', 'kurangajar', 'juta', 'rakyat', 'hidup', 'nestapa', 'zalim', 'tega', 'mengrogoti', 'uang', 'negara', 'hingga', 'ratus', 'miliar', 'bhkan', 'triliun', 'jahanam']",korup dibwah t miskin potong tangan penjara umur hidup klasemen t kerangkeng benam dasar laut klasemen atas t ikat tangan kaki gantung tiang listrik biar banyak rakyat sempat pretel mampus kurangajar juta rakyat hidup nestapa zalim tega mengrogoti uang negara hingga ratus miliar bhkan triliun jahanam
@pixiesachi6538,['tonton'],tonton
@zendyfajrin9798,"['metro', 'tv', 'goreng', 'enggak']",metro tv goreng enggak
@pakdsenengnyoteng4502,"['patenie', 'leek']",patenie leek
@tuyukofficial,"['mampus', 'hukum', 'mati', 'biar', 'ampuh', 'kalo', 'kayak', 'coba', 'korupsi']",mampus hukum mati biar ampuh kalo kayak coba korupsi
@NimunAbdullah-k1i,"['cepu', 'kasih', 'info', 'lapor', 'lsng', 'nyungsep']",cepu kasih info lapor lsng nyungsep
@adia43,"['gelap', 'manajemen', 'danantara']",gelap manajemen danantara
@adiyanairawan576,"['maaf', 'rugi', 'koruptor', 'hukum', 'penjara', 'pasilitas', 'mewah', 'jalan', 'tahan', 'jera', 'hukum', 'konoha', 'penjara', 'amplop', 'bicara', 'bebas', 'perkara', 'penggal', 'kepala', 'paten']",maaf rugi koruptor hukum penjara pasilitas mewah jalan tahan jera hukum konoha penjara amplop bicara bebas perkara penggal kepala paten
@Vouchertritopedshoping,"['heran', 'prabowo', 'bilang', 'indonesia', 'enggak', 'gelap', 'parah', 'jni', 'enggak', 'gelap', 'sakit', 'hati', 'rakyat', 'tipu', 'beli', 'pertamax', 'susah', 'percaya', 'bumn', 'apa', 'enggak', 'bersih']",heran prabowo bilang indonesia enggak gelap parah jni enggak gelap sakit hati rakyat tipu beli pertamax susah percaya bumn apa enggak bersih
@adehendar7253,['ajar'],ajar
@MrAdjoes,"['habis', 'pertamina', 'danantara', 'ribu', 't']",habis pertamina danantara ribu t
@arwanpawar3260,"['karen', 'tepu', 'tepu']",karen tepu tepu
@BargowoWo,['tumbal'],tumbal
@TribuanaTunggal-g1b,"['kasihan', 'karen', 'jadi', 'tumbal', 'buka']",kasihan karen jadi tumbal buka
@hurimuhari8862,"['mati', 'duluan']",mati duluan
@KeitaRuslan,"['bro', 'did', 'not', 'cook', 'he', 'is', 'the', 'one', 'who', 'served', 'the', 'ingredient']",bro did not cook he is the one who served the ingredient
@egt7,"['ajar', 'hostnya', 'masak']",ajar hostnya masak
@AasisSis-f4w,"['pt', 'timah', 'angka', 'rugi', 'uang', 'negara', 'jubir', 'jagung', 'capai', 'trilyun', 'muncul', 'ahli', 'angka', 'besar', 'muncul', 'rusak', 'lingkung', 'capai', 'angka', 'trilyun', 'rusak', 'lingkung', 'anggap', 'rugi', 'uang', 'negara', 'rusak', 'lingkung', 'pulau', 'kalimantan', 'ajan', 'tanggung', 'tambang', 'anggap', 'koruptor', 'hal', 'logik', 'bodoh', 'masyarakat', 'awan', 'angka', 'bombastis', 'suka', 'masyarakat', 'angka', 'mendzalimi', 'orang', 'anggap', 'salah', 'ikut', 'atur', 'besar', 'rugi', 'uang', 'negara', 'keluar', 'hasil', 'audit', 'bapak', 'badan', 'periksa', 'uang', 'lembaga', 'resmi', 'sesuai', 'uud', 'hak', 'tentu', 'rugi', 'uang', 'negara', 'dasar', 'asumsi', 'potensi', 'hitung', 'konsultan', 'orang', 'kredibilitas', 'dipertanggungjawabkan', 'besar', 'angka', 'rugi', 'pengaruh', 'persepsi', 'masyarakat', 'presiden', 'prabowo', 'nilai', 'rugi', 'uang', 'negara', 'tipikor', 'pt', 'timah', 'akibat', 'hukum', 'langsung', 'dasar', 'tegak', 'hukum', 'putus', 'perkara', 'dasar', 'adil', 'benar', 'sumpah', 'wallahu', 'alam', 'bissawab']",pt timah angka rugi uang negara jubir jagung capai trilyun muncul ahli angka besar muncul rusak lingkung capai angka trilyun rusak lingkung anggap rugi uang negara rusak lingkung pulau kalimantan ajan tanggung tambang anggap koruptor hal logik bodoh masyarakat awan angka bombastis suka masyarakat angka mendzalimi orang anggap salah ikut atur besar rugi uang negara keluar hasil audit bapak badan periksa uang lembaga resmi sesuai uud hak tentu rugi uang negara dasar asumsi potensi hitung konsultan orang kredibilitas dipertanggungjawabkan besar angka rugi pengaruh persepsi masyarakat presiden prabowo nilai rugi uang negara tipikor pt timah akibat hukum langsung dasar tegak hukum putus perkara dasar adil benar sumpah wallahu alam bissawab
@SidqiAmrulloh,"['dpr', 'presiden', 'uu', 'koruptor', 'hukum', 'mati', 'mumpung', 'keburu', 'indonesia', 'bubar']",dpr presiden uu koruptor hukum mati mumpung keburu indonesia bubar
@RecsYoln,['mati'],mati
@pasarminggu7271,"['arak', 'bunderan', 'hi', 'tugu', 'pancoran']",arak bunderan hi tugu pancoran
@santyponiman5325,"['tampang', 'maling', 'milik', 'negara', 'tampang', 'ganteng', 'hati', 'maling']",tampang maling milik negara tampang ganteng hati maling
@boy9221,"['tamak', 'gaji', 'deh', 'besar', 'bulan', 'miliar', 'korup', 'any', 'ng', 'bumn', 'lapor', 'uang', 'rugi', 'tikus', 'colok', 'mata', 'geura']",tamak gaji deh besar bulan miliar korup any ng bumn lapor uang rugi tikus colok mata geura
@rudydjojohartono5038,"['deh', 'boikot', 'pertamina', 'biar', 'benah']",deh boikot pertamina biar benah
@herusetiawan2171,"['hukum', 'berkelakuan', 'kocak']",hukum laku kocak
@initialech4438,['ribu'],ribu
@SongulAlper-t4i,"['hemat', 'tenaga', 'solutif']",hemat tenaga solutif
@BaverMustafa,"['kaleng', 'puas']",kaleng puas
@dedimuryadi1359,"['liput', 'rumah', 'keluarga', 'biar', 'rakyat', 'tau', 'uang', 'rakyat', 'dibeliin', 'istri', 'anak']",liput rumah keluarga biar rakyat tau uang rakyat dibeliin istri anak
@ansazsyarev7415,['prabowo'],prabowo
@Yuuta-w1v,"['masak', 'cheff']",masak cheff
@MuhammadSaidSaid-ow1jd,"['koropsi', 'ndas', 'mu']",koropsi ndas mu
@MuhammadSaidSaid-ow1jd,"['koropsi', 'ndas', 'mu']",koropsi ndas mu
@canitravelcommunity2450,"['indonesia', 'nama', 'mata', 'ijo']",indonesia nama mata ijo
@abdulabdullah5623,"['asli', 'bjir', 'mli', 'memparodikan', 'tretan', 'muslim', 'cok', 'stand', 'up']",asli bjir mli parodi tretan muslim cok stand up
@GL48502,"['balikin', 'negara', 'uang', 'lumayan', 'mbak']",balikin negara uang lumayan mbak
@sang_elang90,"['dasar', 'maling', 'mati', 'penjara', 'masuk', 'dalam', 'neraka', 'hina']",dasar maling mati penjara masuk dalam neraka hina
@titokdjatmiko2299,"['pandai', 'pandai', 'simpan', 'bangkai', 'cium', 'pandai', 'koruptor', 'cium', 'koruptor', 'jalan', 'sidang', 'tutup', 'serakah', 'kaya', 'uang', 'mbajing', 'rasa']",pandai pandai simpan bangkai cium pandai koruptor cium koruptor jalan sidang tutup serakah kaya uang mbajing rasa
@HeraHermin-dp5fc,['mampus'],mampus
@HeraHermin-dp5fc,"['hukum', 'mati']",hukum mati
@AliSaputro-h6r,"['jancuk', 'tenan', 'doa', 'moga', 'orang', 'mati', 'terima', 'tanah', 'tipu', 'masyarakat', 'indonesia', 'pertamax', 'oplos', 'pertalixe', 'pertamax', 'beda', 'pertamax']",jancuk tenan doa moga orang mati terima tanah tipu masyarakat indonesia pertamax oplos pertalixe pertamax beda pertamax
@ASCHANNELLAGI,"['buang', 'kandang', 'kobra']",buang kandang kobra
@fendichoy,"['setan', 'guna', 'pertamax', 'woy']",setan guna pertamax woy
@shindahadi1864,"['maling', 'ayam', 'ancam', 'korupsi', 'miskin', 'penjara', 'mati', 'penjara']",maling ayam ancam korupsi miskin penjara mati penjara
@H.Angsyukron,"['hos', 'nyiyir', 'sentil']",hos nyiyir sentil
@AhmadSobri-yb1vu,"['hukum', 'mati', 'harga', 'mati', 'koruptor', 'musuh', 'rakyat', 'negara', 'ri', 'tv', 'bahasa', 'berita', 'hukum', 'mati']",hukum mati harga mati koruptor musuh rakyat negara ri tv bahasa berita hukum mati
@nurarinibatubaravera2420,"['liga', 'korupsi', 'indonesia', 'korupsi', 'dana', 'haji', 'dana', 'abadi', 'umat', 'lupa']",liga korupsi indonesia korupsi dana haji dana abadi umat lupa
@dadangsupriatna596,"['bikin', 'bang', 'seru', 'lu']",bikin bang seru lu
@YohanesAldhy,"['selamat', 'liga', 'korupsi']",selamat liga korupsi
@ZaenalRahmat-q2q,"['hukum', 'mati', 'koroptor', 'sengsara', 'rakyat', 'kayak', 'kaya', 'kasihan', 'rakyat', 'jerit', 'butuh', 'hidup', 'sulit', 'mahal', 'lihat', 'kayak', 'jengkel']",hukum mati koroptor sengsara rakyat kayak kaya kasihan rakyat jerit butuh hidup sulit mahal lihat kayak jengkel
@freebtc2spinner218,"['hukum', 'gantung']",hukum gantung
@fadkhurrozi3529,"['keluarga', 'koruptor', 'larang', 'masuk', 'pns', 'jabat']",keluarga koruptor larang masuk pns jabat
@dinsaaduddin,"['hukum', 'mati', 'koruptor', 'mahasiswa', 'mahasiswa', 'coba', 'demo', 'sah', 'uu', 'koruptor', 'coba', 'gaung', 'miskin', 'koruptor', 'hukum', 'mati', 'koruptor']",hukum mati koruptor mahasiswa mahasiswa coba demo sah uu koruptor coba gaung miskin koruptor hukum mati koruptor
@ZaenalRahmat-q2q,"['gunung', 'es', 'hai', 'dewan', 'undang', 'hukum', 'mati', 'koruptor', 'biar', 'mampus', 'koruptor', 'rakyat', 'sengsara', 'mahal', 'koruptor', 'enak', 'curi', 'uang', 'rakyat']",gunung es hai dewan undang hukum mati koruptor biar mampus koruptor rakyat sengsara mahal koruptor enak curi uang rakyat
@Lf4_piec,"['woy', 'balikin', 'uang', 'motor', 'rusak']",woy balikin uang motor rusak
@DoStoryyz,['hukum'],hukum
@RiyantoRiyanto-l1r,"['biang', 'kerok', 'demoahsewa', 'bianmya', 'alih', 'pandang', 'publik', 'ok']",biang kerok demoahsewa bianmya alih pandang publik ok
@tjuan.r7018,"['negeri', 'china', 'masti', 'hukum', 'mati']",negeri china masti hukum mati
@ekkho14,"['kebiri', 'koruptor']",kebiri koruptor
@asrohabdullah8208,"['brengsek', 'korupsi', 'langsung', 'rugi', 'rakyat', 'keren', 'baju', 'tahan']",brengsek korupsi langsung rugi rakyat keren baju tahan
@trayychannel,"['banke', 'maling', 'hukum', 'minimal', 'umur', 'hidup', 'ganti', 'rugi', 'negara', 'kalo', 'sitq', 'aset']",banke maling hukum minimal umur hidup ganti rugi negara kalo sitq aset
@SangGenerasiMuda,"['aku', 'mu', 'min', 'hukum', 'mati', 'potong', 'tangan']",aku mu min hukum mati potong tangan
@lyaa_4u-4u,[],
@rrrrrrr202,"['kasihan', 'atas', 'kuasa']",kasihan atas kuasa
@Maskenang6668,"['pertamina', 'sarang', 'maling']",pertamina sarang maling
@bennomasael_0472,"['salut', 'tangkap', 'bunuh', 'adil']",salut tangkap bunuh adil
@sridarnarto4615,"['gila', 'triliun', 'rakyat', 'tunggu', 'uang', 'bantu', 'ratus', 'ribu', 'minum', 'keluarga', 'harap', 'cemas', 'turun', 'enggak', 'bantu']",gila triliun rakyat tunggu uang bantu ratus ribu minum keluarga harap cemas turun enggak bantu
@dirlycemod8707,"['minyak', 'bumi', 't', 'timah', 't', 'bijih', 'besi', 'nikel', 'gas', 'alam', 'lng', 'lpg', 'perak', 'emas', 'fosfat', 'batu', 'bara', 'intan', 'platina', 'gipsun', 'tembaga', 'alumunium', 'marmer', 'aspal']",minyak bumi t timah t bijih besi nikel gas alam lng lpg perak emas fosfat batu bara intan platina gipsun tembaga alumunium marmer aspal
@satriacell5126,"['benar', 'ting']",benar ting
@suryasembiring1179,['parah'],parah
@Maling_Negara,"['usaha', 'besar', 'indonesia', 'maling', 'enggak', 'tau', 'malu', 'rugi', 'negara', 'triliun', 'langsung', 'gantung', 'monas']",usaha besar indonesia maling enggak tau malu rugi negara triliun langsung gantung monas
@IndahPonsel-ir9si,"['kayak', 'uang', 'haram', 'tangkap', 'adil', 'laku', 'dalang', 'akar']",kayak uang haram tangkap adil laku dalang akar
@budhihartono4522,['vonis'],vonis
@KAKA_SMD,"['monyet', 'motor', 'butut', 'kampung', 'pom', 'bensin', 'beli', 'kios', 'bensin', 'ecer', 'pertamax', 'tau', 'orang', 'pom', 'bensin', 'beli', 'tukang', 'bensin', 'ecer', 'pertamax']",monyet motor butut kampung pom bensin beli kios bensin ecer pertamax tau orang pom bensin beli tukang bensin ecer pertamax
@Dianachomell-s9h,"['indonesia', 'revolusi', 'layak', 'diri']",indonesia revolusi layak diri
@annisamalita1532,"['bang', 'nasib', 'mu', 'berita', 'tepi', 'jurang']",bang nasib mu berita tepi jurang
@maemguys5221,['degradasi'],degradasi
@azizmuzzamil9115,"['lu', 'asik', 'bang']",lu asik bang
@junnsx3486,"['keren', 'bang']",keren bang
@AlmahyraTube,"['bahaya', 'laten', 'korupsi']",bahaya laten korupsi
@doadoi893,"['nkri', 'negara', 'koruptor', 'republik', 'indonesia', 'negara', 'komunis', 'raya', 'indochina']",nkri negara koruptor republik indonesia negara komunis raya indochina
@HoshimiyaRanshibuki,"['timah', 'usaha', 'nyalip', 'pertamina', 'hal', 'korupsi']",timah usaha nyalip pertamina hal korupsi
@HoshimiyaRanshibuki,"['ramadan', 'kering', 'koruptor']",ramadan kering koruptor
@Skiller-Booo,['beckingan'],beckingan
@ahmadiqbal2961,"['asik', 'nih', 'kalo', 'minimal', 'minggu', 'materi', 'roasting', 'pinggir', 'jurang', 'kupas', 'jahat', 'biadap', 'laku', 'laris', 'manis', 'nih', 'program', 'auto', 'bikin', 'story', 'wa', 'subscribe', 'semangat', 'kang', 'bawa', 'materi', 'moga', 'sehat']",asik nih kalo minimal minggu materi roasting pinggir jurang kupas jahat biadap laku laris manis nih program auto bikin story wa subscribe semangat kang bawa materi moga sehat
@SapUan-n4l,"['moga', 'enggak', 'drama', 'sinitron', 'selingkuh']",moga enggak drama sinitron selingkuh
@condiaameria4326,['periksa'],periksa
@kikimr2649,"['laku', 'boomer', 'mileniah', 'babi', 'negara', 'rusak', 'generasi']",laku boomer mileniah babi negara rusak generasi
@destu8393,"['jembut', 'kabeh']",jembut kabeh
@haryantobaru112,"['orang', 'kayak', 'layak', 'hukum', 'mati', 'omon']",orang kayak layak hukum mati omon
@AkensuryanaAkensuryana,"['jabat', 'neng', 'korupsi']",jabat neng korupsi
@alimashuri6755,"['hem', 'kayak', 'anak', 'negeri', 'anak', 'bangsa', 'patriot', 'jabat', 'oh', 'jabat']",hem kayak anak negeri anak bangsa patriot jabat oh jabat
@NoOne-pp9hy,"['total', 'korupsi', 'mdb', 'usd', 'b', 'pertamina', 'usdb']",total korupsi mdb usd b pertamina usdb
@yusufabdullah2643,"['miskin', 'kalo', 'turun']",miskin kalo turun
@PriantoYanto-j8b,"['mafia', 'migas']",mafia migas
@elkanaelkana5691,"['bos', 'pertamina', 'tubuh', 'siram', 'minyak', 'mentah', 'bakar', 'badan', 'kayak', 'koropsi', 'dasar', 'serakah']",bos pertamina tubuh siram minyak mentah bakar badan kayak koropsi dasar serakah
@dyahfitri2775,"['president', 'prabowo', 'tangkapin', 'mantap']",president prabowo tangkapin mantap
@TVRUMAH-i9q,"['njing', 'rugi', 'negara', 'rakyat']",njing rugi negara rakyat
@yuziiimuhamad,"['harga', 'bbm', 'mahal', 'bahan', 'infor', 'kacau']",harga bbm mahal bahan infor kacau
@nelijawati175,"['rugi', 'masarakat', 'guna', 'tamak', 'harga', 'partalit', 'murah', 'masarakat', 'tuntut', 'pertamina', 'tipu']",rugi masarakat guna tamak harga partalit murah masarakat tuntut pertamina tipu
@tt.MatzMlbb,"['ku', 'duga', 'pertamina', 'rugi', 'pedahal', 'beli', 'bensin', 'cash', 'enggak pernah', 'ngutang']",ku duga pertamina rugi pedahal beli bensin cash enggak pernah ngutang
@Marsono-u5q,"['koruptor', 'gantung', 'jadi', 'indonesia', 'gelap', 'demo', 'kemarin', 'mahasewa']",koruptor gantung jadi indonesia gelap demo kemarin mahasewa
@fifibahruddin7888,['t'],t
@junaidijahroni2308,"['tppukan', 'hukum', 'mati', 'laku', 'bos', 'saran']",tppukan hukum mati laku bos saran
@caknunkusuma,"['miskin', 'hukum', 'berat', 'berat', 'imbas', 'sengsara', 'rakyat', 'indonesia']",miskin hukum berat berat imbas sengsara rakyat indonesia
@aniesnov4727,"['negara', 'ber', 'agama', 'korup', 'luaar']",negara ber agama korup luaar
