username,comment
@SupraptiSuprapti-g6u,orang di kasih rejeki cukup masih koropsi itu namanya orang serakah tamak garta di tumpuk buat senang sendiri kluarga anak istrivdi kasih makan pakai uang koropsi masih kurang gaji jutaan gk cukup untuk hidup gk pernah bersyukur mangkanta klau jln itu lihat yg di bawah jgn lihat dongak trus hai bpk yg koropsi makan dg uang yg halal aja biar berkah kehidupanya kluarga
@heriasma4448,habis sudah kebuasanmu yang selama ini kau lakukan dengan segala keiblisan kalian merancang pura baik bak srigala berbulu domba kini hari kalian lebih mengenaskan dari gembel miskin sampai mati
@andrinopendri5490,ini merugikan masyarakat bukan negara
@andrinopendri5490,wajar aja masyarakat indonesia gak kaya kalo diatas nya suka korupsi hukum seberat beratnya
@ImamMahdi-e2r,mentri bumn wajib bertanggung jawab dengan kasus ini jngan pura gtu
@bmx_rahma6825,hukum mati para koruptor
@Uturn_Boy,kami warga indonesia setuju sih smua tersangka suruh minum segelas oplosan pertamax nya
@Ociii3030,paling juga hukumannya taun hukumannya pasilitas mewah lagi d dalam pejar
@Duatitik18,koruptor harus di hukum mati masyarakat indonesia pasti setuju
@MJRitaSinambela,tembak mati aja boleh gak duit gede itu jgn sama kyk maling ayam
@hanyons9555,negeri para bedebah
@sapariagus636,takutnya gas elpiji d oplos ama kentut jadi harus d awasi bukan hanya pertamina
@Belajarbersamamomo,rompi bisa kali pasang sendiri ya masa iya udha jadi tersangka masi istimewa
@MuhammadFithraji-ey6my,gaji udah gede masih aja serakah keg firaun apa sih bro yg lu kejar didunia
@prijanto2083,kok gak di pukul i seperti pencuri ayam
@sournsweetsss,kenapa gabisa bikin hukuman mati yah negara kita padahaal jelas merugikan negara dan masyarakat malah adanya di remisi angka tahanannya suka heran
@SuryadiYadi-o7p,pantes pada kaya raya pegawai pertamina
@wiwiekhariyati8592,di doakan moga para koruptor cepat kena azab
@reksimacicu6991,kata pas di negara kita para koruptor di beri rengking dan yang tinggi rengkinya di beri hadiah oleh kepala negara karna kepala negara tidak sangup menangani korupsi
@Linking88,tenang mereka hanya dijatuhij hukuman th dan denda juta
@fadzabola3225,untung kalian tidak hidup dicina
@fadzabola3225,bravo kejaksaan ri
@AliBasah-j9j,hukuman mati dan perampasan aset
@JengMin,misi penjajahan zmn dulu adalah ingin memiliki kekayaan alam bumi pertiwi seandainya pejabat ga korupsi kami anak bangsa bisa belajar dg baik sekolah geratis lapangan kerja banyak bahan pangan ckp petani makmur pasti bakal terwujud istilah gemah ripah loh jinawi thn sdh merdeka kami rakyat kcl mkn pun susah smw serba mahal ternyata akal bulus koruptor saatnya hukum hrs ditegakkan agar memberi efek jera koruptor saatnya pemerintah berani menjatuhkan hukuman mati bagi koruptor
@deflondef103,hukum mati pak
@buburkacang6441,uud dpr yg sekrg d pakae paling hukuman thn harta utuh pantas negara ini pejabat hobi korupsi rakyat yg ujungnya jadi korban
@RasmanLubis,harus di hukum mati tanpa bersyrat
@mocharif376,semua koruptor sesungguhnya bisa menghancurkan tingkat perekonomian negara ini sehingga indonesia tidak bisa menjadi negara maju
@ironiron33,mereka sopan dan ada yang pakai masker
@ImamMujahidin-tx5iz,gatel tangan pen nampar muka nya
@veriagustinus2216,org ky gini paling hukuman cuma tahun berkelakuan baik di potong tahun jd cuma tahun trus dpt remisi jadi thun cuihh begini amad hukum di indo ga ada perubahan hukum lembek
@Faturrohman-u4x,dasar monyet
@eninuraeni1216,kwalitas gas juga periksa pasti ada oknum yang suka ngurangin isi gas
@mayacreator7413,sebelum tanah menyumbat mulut mereka takan ada habisnya sifat serakah mnusia
@ImamMahdi-e2r,pt pertamina menti nya ngapain ajh sgtu lama nya bru di ktahui apa sengaja di biarkan
@hermanhermanto540,gimana erik tohir dulu bilang nya mau bersih kong kali kong
@alkalinakalakalin9379,hukumannya hanya dipenjara saja ko d dalam penjara saja mereka bisa hidup enak jadi sudah pasti tidak akan ada yang takut kalau mau melakukan tindak korupsi sampe kiamat pun para koruptor tidak akan ada habisnya
@arizona6653,om su asti astu
@Rosemaryyy.08,hukum potong tangan tangann polisi bogor lembut amat ini pasti polisinya dah di suap seharusnya koruptor yang sebanyak itu ga pantes di perlakukan dengan lembut
@Rosemaryyy.08,hukum potong tangan nyaa hukum di penjara terlalu ringan harta di patut di sita semua untuk bayar hutang negara polisi bogor koruptor nya lembut amat ini pasti polisinya dah di suap seharusnya koruptor yang sebanyak itu ga pantes di perlakukan dengan lembut ga beres woii mereka di penjara masih bisa merasakan fasilitas dan hidup enak
@khosinahmad5599,pertamax rasa pertalite ok gas sukurin
@Rosemaryyy.08,beritanya harus ku kasih tau teman luar negeri aku bukan menjelekkan tapi demi kebaikan biar pemerintah ada rasa malu tapi kyknya ga bakal mereka dah muka tebal otaknya hanya korupsi tmn luar negeri aku yang china smpi blng pemerintah yang byk koruptor itu membuktikan pemerintah kita ga becus gagal menjalankan tugasnya di sana penangkapan koruptor ketat bgt negara kita suka palakin org bahkan aku pernah dgr seorang tki kerja di taiwan bosnya mau kasih uang ke negara kita tapi malah di palakin kan kocak
@Dzoelvia,astagfirullah semua dikorupsi mangkannya rakyat masih banyak yg kelaparan
@rendyrelaxa9210,coba masyarakat suruh menghakimi
@Loyang66,penangkapan besaran kasus paling jijik miskinkan mereka perompak hak negara dan rakyat
@Leshh._aa,kualitas seorang anak tergantung didikan orang tua kalu orang tuanya bisa mendidik anaknya mreka gak mungkin jadi maling
@KaiTopan,potong tangan kanan kaki kiri sita hasil korupsinya biar jadi pengemis dan msti ngenes sy pesimis masalah korupsi pengalaman sy kerja proyek di jawa kalimantan sulawesi kayaknya semua korupsi coba aja audit pake auditor independen kalo nggak percaya
@achmadslamet7481,botakin dong
@SujarManto-x7e,insya allah ga salah pilih prabowo
@darunifeni7910,vonis metong la berani gak woy jgn di kasih nafas teros
@Martumbuhutabarat,pertanyaan penting nya adalah siapa saja oknum yang menikmati uang sebanyak itu siapa yg kontrol atau yg mengawasi dan apa alat kontrol nya spaya itu tidak terjadi lagi ke depan nya salam akal sehat salam bongkar semua oknum nya yg terlibat hal itu
@kananopi7634,ini orang benar sakit jadi mendingan di suruh minum pertamax sehari x biar mampus
@hendrikviktorhaposan3542,kalau benar yang disampikan kejagung maka seluruh pejabat harus ditanyakan kemana saja hasil kejahatan yang mereka lakukan harus dirampas untyk rakyat
@alamsyah6894,sesuai lagu sukatani gelap gempita
@BambangNugraha-p5g,rakyat dibikin susah ngisi pertalite aja harus pake barcode sementara maling nya dlm kantor pertamina juga
@nyah8972,triliun ditambah triliun ternyata ini perampoknya perlu di audit semua perusahaan yg memakai solar juga pst diselewengkan juga
@chantingchanel3270,hukuman gantung bt koruptor
@lunalim-u4b,malu oyy maluu
@Terri327-l9b,yg beli minyak rakyat yg rugi kok pemerintah
@EKOWibowo-u2d,muka nya org yg ga pernah sholat jd otaknya isinya korupsi dan ga thu malu
@dwicahyobn3081,miskin kan turunan hukum seberat beratnya yang merasa dulu pejabatnya siap di sikat dan di viralkan
@PrincessHanopan1964,hukum mati dan ambil harta benda nya semua sampai turunan
@inhalination7802,rakyat mencari uang sehari ribu aja seperti tercekik keringat sendiri tpi melihat kasus korupsi ya allah angka yg bagi kami sangat mustahil
@TiwiCantika-o2w,hukum mati aja puas
@SutanDaud-fv6he,klo blm juga di terbitkan undang koruptor di hukum mati brarti anggota dpr ri adalah penghianat bangsa yg seutuhnya
@yeffisriroosilviya6985,t mah kecil pak itu yang terbongkar ya kan usut tuntas pak
@leapp7009,koruptor di jadikan makanan singa atau harimau
@taktontong-gb3jw,kalau dilihat dari tampang mereka memang tampang culas semua nggak ada tampang pemimpin pecundang
@AriAden-w1q,ujungnya tahun penjara full ac
@agusgajayana,yang dulu pernah satu kelas sama mereka korupsi koment dong tingkah laku mereka
@tinerostiana4457,astaghfirullah innalillahi
@ergamicel481,penghianat oknum pertamina
@robycohen,para monyet itu harus dipenjara minimal tahun
@muginurina2353,mau buat apa sih dwitnya
@GyYuuu-jo3lw,jadi tahanan aja masih bisa make baju khusus beda kalo masyarakat biasa udh pake oren yg kek gini kok masih diperhatiin kpn sih sampah berdasi begini dibasmi di indo
@OmpongbanBan-k7p,yg korupdi bakar hidup kubur
@MiguelBlack-gv6vn,klo indonesia berani nerapin hukum seperti di korea utara pejabat yg korupsi dihukum mati dengan dicemplungin ke kolam ikan piranha atau dirudal kepalanya sampai hancur pasti pejabat mau korupsi mikir klo hukum masih bisa disuap disogok dan buat mainan mau ganti presiden yaa tetep aja pada korupsi liat aja nanti setahun prabowo jd presiden pasti ada yg korupsi soalnya korupsi itu hukumnya wajib buat para pejabat dah tradisi turun temurun
@darkangel1336,monyet qo ditangkap
@vgamers6401,pak prabowo jangan sampai thr ada efisiensi lagi kalau negara ga punya uang untuk thr tolong ambil duit triliunan dari keluarga para koruptor ini dijamin negara ga bakalan nombok buat bayar thr sisanya beri tunjangan untuk guru honorer yang telah mengabdi bertahun tahun langsung blokir semua akun bank mereka istri dan anak mereka itu milik rakyat indonesia
@fajrie_jewellery,dulu dengar korupsi satu dua atau milyar udah wahh banget ehh sekarang udah sampe masanya denger korupsi sampe ratusan triliyun
@tripout3181,kok dibilang merugikan negara sih kan yang beli dan ketipu dengan telak itu masyarakat ah bego kalian yang bikin narasi
@Sumarno1975,uang ilang seribu aja tau apa lagi segtu baru tau pada makan jg sih gila rakyat lagi meronta kau bahagia makan uang rakyat
@EstiNor-g3t,bajugur triliyunan kayak mainan anak aja
@AtimKartimi-q7c,podaran we atuh ri nusakambangan
@subrosaka6618,begitu tu kelakuan nya lahir dari rahim pelacur udh tua nya jadi maling ga nyangka orang anak pelacur semua ehh udah tua nya jadi maling wkwkwkwkwkwkwkwkwkwkw
@taftftaftgt,harusnya negara menghukum mati orang seperti ini atau rakyat bergerak menghukum pemimpin korup di negeri ini
@royNaldy-i8t,byk duit tp mental miskin loe menyampah
@EdiSuhardi-q8k,baik nya para koruptor itu di titpkan ke korut sja mungkin mereka bisa insyaf
@bambanbprasetyo8908,gak bakalan berhneti klo gak di hukum mati plus memiskin kan pelaku audit bumn lain nya ngeri sih moto nya klo gak korupsi gak kaya klo gini
@marselzukhrufalif4663,coba di fikir kira kalo uangnya buat bayar karyawan udah daper berapa orang ya
@suparmiasih799,nanti kalo mati dimandikan pakai minyak pertamax
@minaroyalsuperxeol9066,kenapa yg korupsi gak di bunuh aja sih biar masa mendatang yg mau korup takut gitu
@sukirnotok2240,penggal aja
@yippiyeppi,kog mereka biasa sj ya saat ditangkap raut wajah mrk seperti tdk menggambarkan ketakutan atau bersalah datar sj
@MatFatoni-sn2hy,harusnya indonesia tu sudah menerapkan hukuman mati ato tembak bagi koruptor yg korup di atas t
@namsurbagus6511,prabowo subianto harus di turunkan karena melindungi koruptor jangan ada dusta
@AnangArdianta,baru kali ini ada yg ketangkap korupsi saya merasakan sakit hati kerja cari uang susahnya kayak gini ada kendaraan di isi pertamax hrg lbh mahal dari pertalite dengan pemikiran kualiatas lbh baik tp ternyat zonk terimakasih bapak selama ini telah menipu saya dgn ke jeniusan bapak semoga segera mendapat azab
@Shivanov2733,siapa backing mafia migas lihat wajah pasrah dan binngung dari pegawai pertamina ini t bisa bangun lebih kilang minyak bayangkan jumlah uang negara yg dikorupsi mulai th sampai t hukum mati para backing koruptor ini mungkinkah mengurangi produksi kilang yg mengakibatkan produksi bbm nasional turun agar bisa menaikkan import minyak naik tanpa sepengetahuan petinggi pertamina menteri bumn menko dan presiden apakah data dan kondisi ini tidak pernah diaudit penyebab produksi dari produk yg sangat vital berkurang dan import naik siapa dibelakang mereka ini
@febelsjafty9163,gaji m msh jd garong duit rakyat negara miskin kan turunan para koruptor itu bp presiden klo cm d penjara gak ada guna utk negara bangsa ini rakyat sdh lama d tipu mentah sama para garong ktp nya jg tandain kyk pki dl turunsn jg biar kapok klo kapok itu jg
@gondininetynine,memalukan turunan mau beli apa sih ga cukup duitnya serakah
@anaktambang3262,klo hukumn mati blm di terapkn korupsi akn tetap merajalela
@bugerkokbangor,dan si goblok tetap bayar pajak
@lisakristin2902,jus pink artinya apa sih bedanya dgn yg orange tu apa y
@lisakristin2902,mudaa lo padahal
@PadasanPolokarto,para koruptor pertamina harus dihukum mati tidak ada tawar menawar ayo jaksa lakukan hukum mati bagi koruptor pertamina dan usut tangkap dalangnya
@PadasanPolokarto,ayo rakyat kita gerak tangkap para koruptor migas kita bersatu gerudug pertamina yg menjadi sarang maling uang negara
@ADELLYAPROLive,mantap
@mamaknur-j8h,padahal orangnya culun ya tpi pinter korupsi
@magung2653,hukum mati
@sttafchannel6448,maling gue kerja pokok ojol selama ini gak mau bebani subsidi negara dgn beli pertamak tapi malah kalian maling sampe mati gue gak ridho dasar maling
@ferogavachanel1994,mana nih mahasiswa yang teriak indonesia gelap kemarin giliran yang korupsi diam aj coba bntu menyuarakan agar hukuman mati dan perampasan aset bagi para koruptor di negeri ini
@Sabangifan,hapus sistem barkode di pertamina aceh
@assarizahidayat6136,mereka semua bakal ngerasain susahnya kenikmatan sehat dan rejeki yg tuhan kasih sampai hari pembalasan
@IndryNande,yg jelas manusia serakah ini gak punya iman tapi hanya menuruti hawa nafsu dan keinginan setan mereka ini ingin memiskinkan rakyat indonesia dn memperkaya keturunan kami rakyat mengatakan ambil semua milik negara yang di curi orang seperti ini
@trusbiyantoroprodobyrowo-qz7ui,ramalan saya dengan kasus korupsi di pertamina ini kalau memang kasus ini ada dan betul terjadi pengoplosan paling dari sisi hukumnya hanya kena tahun karena yg t aja kena tahun sebelum adanya putusan terbaru
@moelranda9258,para korupsi dg penuh bangga dr roman wajahnya susah cari orang jujur di indonsia
@kusmanafisika5754,entah diapakan tuh uang sebanyak itu digunakannya yg jelas kalian makan hanya satu piring lauk dikit percuma kaya kalau kekayaan diperoleh dengan cara licik
@Anomal-i9x,paling tahun yg t aja thn itu juga karena desakan presiden klo kaga tahun wkwkwkw busuk semua pejabatnya
@olfrizkyrafa,korupsi ganti nama aja jd maling
@lilikwahyuwidianti2099,seharusnya yg korupsi serahkan pada rakyat biar rakyat yg menhukumnya sendiri
@buletgembul3904,hrusny sel tahanan nya gabungin aj sama napi yg laenya biar ngerasain ky napi yg laen
@happyoriginal,percuma mereka di hukum karna paling cuma hingga thun potong remisi masatahanan jalani satu thn trus bebas kuncinya hukum ada di dpr kalau korupsi hukuman tembak mati di tempat itu baru indonesia bersih dari koruptor
@Abonbon-i9i,kita bukan hidup dijaman orba yg informasi arah gampang dibodohi pake propaganda negara baik saja negara ini sudah bermasalah dari korupsi dari puluhan tahun lalu sekarang rakyat makin pintar punya hak g mau lagi dikasih cuma kembalikan hak rakyat kalian maling uang rakyat
@ariandigalingging,hukum mati aja pak presiden karena koruptor itu penghianat dan perusak bangsa indonesia yg kami sayangi ini bahaya orang korup ini pak presiden hancur negara dan rakyat di buat mereka para korup ini ingat pak presiden anak dan cucu kami adalah pondasi bangsa indonesia yang kami cintai
@abvoice1913,saya hanya mikir kejagung bersih gak yah jangan sampai kain kotor jadi lap permukaan kotor kita tunggu saja akhirnya jadi kinclong atau tetap kotor
@adotcom_inst,bgs t
@andhykasriandono1193,oh negriku alloh maha tau semoga segera berubah semoga p ahok bisa dilibatkan
@Mahawati123,setuju hukuman mati bagi koruptor
@AnggurmerahMerah,bebaskan atau ringankan hukuman ingat ini negara indonesia bukan korea urata ne iwata miu shiromine suzu ichinoce yukina saeki una desu lho kok jadi jepang
@SaifulBachri01,wajib dihukum mati ambil kembali semua aset nya
@Didisdidis-t2o,penangkapan gempar diberitakan paling diputus hakim ringan
@PutraSungkai,ga kasihan sama anak istri nya eh itu suaminya bapaknya si ini ya korupsi
@Always_overOver,selidiki juga semua pom bensin ada indikasi kerja sama gak secara logika mrk pasti tau kok pertamax spt ini beda dg biasanya
@suparmanparman7050,tidak rame kejaksaan membuat kejutan menangkap dan mengungkap koroptor besar luar biasa kejaksaan kita
@Patebon-iv3hg,koroptor hukum mati
@Ozhieahfue,rompi nya terlalu bagus harus nya kasih warna api biar di bakar hidup
@herulbachtiar3218,tulisan di rompi tahanan harusnya maling duit negara atau garong duit negara baru cocok
@herulbachtiar3218,pk yusril ihza mahendra percepat uu korupsi tembak mati tak usah tunggu
@ariwahyudi7775,cocot nya
@dwijayayuda2296,ayo jadikan contoh hukuman mati penggal kepalanya di deket patung kuda biar mengerti kalo mau korupsi ya konsekuensinya mati ayo pdip berani apa tidak sahkan aturan undangan perampasan aset korupsi dan hukuman mati bagi pelakunya
