username,comment,predict
@OmDedi-x7c,memalukan udah pada tua ngga sadar diri nyopet duit rakyat koruptor pertamina ini dihukum seumur hidup,Negatif
@Baladahindi12,gaji sebulan m masih aja korupsi sungguh serakah hukum mati aja biar gag ada lagi yg berani korupsi,Negatif
@Baladahindi12,indonesia hukum bisa di beli jadi gak ada yg di takuti gua kasihan sama yg kasus singkong,Negatif
@RusdiansyahLubis,hidup mewah sekeluarga pak,Negatif
@LieLiee-z3b,kalo pemerintah msh memberikan ruang buat kruptor bkan nya tgas ini malah di anggap oleh plaku koruptor sebuah cerpen,Negatif
@iskandarkarim-g4v,rakyat menuntut hukuman berat bagi korup di indonesia ini,Negatif
@rizkiahimawanhimawan,hukum mati biar ada biar gak ada lagi yg korup yg sangat memalukan bagi negara,Negatif
@syanda_shchannel7126,tidak mungkin ahok n erick selama ini aktifitas kejahatan yg dilakukan para dirut prrtakina,Negatif
@Markustis,sadarlah kita tuh banyak utang jangan korup ngen dasar tompel kok gede hadehh gblk,Negatif
@davidindonesia4753,koruptor iblis gak punya otak,Negatif
@surtamangan,biang kerok kenapa terjadi korupsi di negeri ini dari jaman orba sampe skrg jawabnya hanya di wakil rakyat dpr,Negatif
@wizardmodif4431,mau di gaji trilyun jg tetep korupsi karena saking serakah nya ini harus di hukum gantung kami yg bekerja di perusahaan yg gaji cuma rp jt hanya bisa membeli bensin buat motor saja sdh km bohongi jg betapa rakusnya orang ini lbh parah dr setan atau pun jin orang ini semua,Negatif
@pujipurwanto2827,hukum mati terapkan di ri br slesai masalah utama di ri,Negatif
@FarhahMaulida-u4l,negara kpntool di pimpin maling,Negatif
@dudinhasanudin6637,hukum mati aja itu para setan,Negatif
@dedekomarudin8897,ganti pemain ganti nama sistem sama,Negatif
@Pakusman01,tunjukan muka sedih klo udh ketangkep sblmnya hepi dasar maling jancok,Negatif
@ErinBuhang,santet,Negatif
@remirenaldi-pm8ke,jancuk pada gak tau malu kalian modar koe,Negatif
@TheHerytan,diguilotin aja,Negatif
@AkiUwo,miskin kan sita hartnya hukum mati orang nya jangan ada yg bela,Negatif
@AkiUwo,tembak di depan monas biar masyarakat tau,Negatif
@dekatjauh3672,di arak dulu kee wey,Negatif
@faridatampubolon7183,segerombolan maling dipenjara di nusakambangan aja smp mati disana dan hartanya diambil smp habis supaya merasakan jadi orang miskin kayak korban korupsi ya jgn nti cuma divonis atau thn ya p hakim,Negatif
@AnggaFauzan-e7h,serakah,Negatif
@SriNuryati-gh5gf,suwenee rek,Negatif
@gunawanwibisono1106,pak jaksa keren semoga allah menjaga anda,Positif
@UleSule-f9u,mantap,Netral
@donihartaman4712,bisa ga ya hukuman nya di bunuh pasti jwb nya tidak akhir nya dihukum paling lama thn,Negatif
@putriastriani1413,udah kenyang ya korupsinya makanya tuhan bikin kalian malu sebagai maling dan penipu,Negatif
@ArmiSome-oz6ws,dikasih miskin turunnya jgn kasi jabatan itu otak koropsi buwah jatu tdk pernah jau dari ponnya,Negatif
@saechuniman5118,langsung penggal kepalanya mereka di hadapan rakyat sita semua kekayaan yg mereka miliki jika di penjara terlalu enak hidupnya,Negatif
@FaelSlowly,emang keren negri ku ini,Netral
@eozih,negri ini kualat sama pak harto,Negatif
@Matadawah,korupsi yg sejak dulu di usut tuntas,Negatif
@LieLiee-z3b,hukum tegakan lakukanyg tgas jgn hnya jadi tontonan di medsos aneh korupsi di mana tpi tg sdah masuk penjara tanda tnya,Negatif
@Rrr44-vo2pu,harusnya indonesia jd negara makmur malah babak belur gara oknum,Negatif
@felisiadevi4440,kakap nih baru keren kejagung jngn kaya kpk tidur,Negatif
@ekoyarmi732,rakyat harus turun tangan desak dpr sahkan undang penyitaan aset koruptor,Negatif
@kahfiakungoogle2661,gaji sudah luar biasa korupsinya gila,Negatif
@junidartiecahyono1987,masih mikirin kok aneh bgt ya yg dirugikan jelas rakyat kok bisa pemerintah yg rugi t,Negatif
@kajenka5460,buncit semua pelakunya,Negatif
@simatupangummat640,miskin kan semua,Negatif
@AdiPradana-ws8ii,untuk umpan buaya krm ke korea,Negatif
@FitRia-nt2rk,lihat wajahnya tetap santai bikin sengsara rakyat kecil,Negatif
@Mansur-zf5qv,hukuman pantas mati,Negatif
@yhenipurwanti45,makan babi dan minum khamr dijauhi rejeki gak halal malah dicari kebangeten,Negatif
@bhycoel,kalian semua penipu rakyat,Negatif
@MohamadSanusi-x4t,orang korupsi bahan bakar ini cocoknya dihukum dibakar dengan minyak yg hasil korupsinya,Negatif
@johnycoffee,pecat dan pidanakan semua direksi pertamina di sub holding maupun holding ini a sudah jelas kerja team bukan hanya unit tertentu,Negatif
@JopsS-fz7sj,indonesia mau bebas koruptor angkat ahok jujur cerdas terbukti berani bongkar korupsi pejabat anggota dprd,Negatif
@TasyaAngelinaAngelina,apakah penjaranya lebih dr havey mois,Negatif
@HassbiAbi-ej2wd,sikat terus pak,Positif
@indiayu57,hukum mati door di tempat umum kalau perlu biar rakyat petcaya negrri ini krisis kepercayaan,Negatif
@Hongi_leuenu0390,wajah terkutuk wajah kriminal proses secara hukum dan adili secara hukum,Negatif
@AmirKhan-ty5kj,paling sd tahun nggak ngaruh kepada kehidupan keluarga saat bebas masih nyimpan sekian t lagi rakyat sebagai korban emang dipikirin yang dimiskinkan siapa boss,Negatif
@prayogabutar2793,hukuman nya paling tahun,Negatif
@jejelinda8030,hahahhahaha ada yg gak kebagian atau gak rata pembagian jadinya nyanyi deh hahhahaa memang kebohongan pasti terbongkar korupsi rakyat kecil yg susah,Negatif
@Sonatanada-d8u,saatnya pemerintah untuk buat hukum yg berat untuk koruptor biar pada kapok bukan malah menjamur,Negatif
@tolukunmclaen3058,hukum mati aja,Negatif
@iyutcitata6900,gx adil law maling ayam maling ubi di gebukin ini masak korupsi ratusan trliuanan gx di gebukin hukum pancung,Negatif
@sonnyaditya1453,hukum mati plis klo ga hukum mati kebangetan ini negara busuk bgt dimata dunia,Negatif
@GunawanTriwinarko-s8h,modyar babi pertamina,Negatif
@mbahutie5912,dari wajah nya wajah bengis samping mulut turun mata tajam menatap seperti mata elang mencari masa,Negatif
@cakramerta,saking seringnya masyarakat mendengar korupsi yg triliunan lama bisa menjadi apatis dan akhirnya membiarkan kecuali ada tindakan hukuman mati,Negatif
@jijayles,kok rugikan negara nohh gw yg pakai pertamax parah lu,Negatif
@yononato4232,kalau bisa hukuman mati saja krna sdh merugikan negara dn rakyat,Negatif
@Rrr44-vo2pu,serakahhukum mari,Negatif
@a0935231939,malunya sampai ke anak cucu,Negatif
@siyahmun3306,biar di tahan bisa leluasa,Negatif
@ayucinta3105,baju warna pink merona bagus,Negatif
@waluyoagus6838,kalau kejadian ini di korsel pasti calon napinya lemas banget tapai kalau di negeri konoha tersangkanya masih bisa senyum dan masih tegak kepalanya,Negatif
@dewichannel4211,hanya bisa berdoa semoga alloh memberikan indonesia pemerintahan yg amanah,Positif
@Si_orens,spil keluarga koruptor nya gan anak istrinya aku ig nya,Negatif
@wenisuwito8649,masih muda tapi isi otaknya sudah jadi tikus negara,Negatif
@gaudensiusrambang2777,bagaimana ngga korupsi di sini yang ada hanya omon kenapa ya sekitar tahun terakhir ini kerugian negara dari korupsi semuanya berkisar diangka triliunan apakah nanti indonesia akan punya awards buat top koruptor di indonesia bagaimana nasibmu indonesia emas,Negatif
@WillSaerang,eric tohir harus di copot dari menteri karena gagal memimpin bumn,Negatif
@hijaumint-kn9jy,betapa malunya anak istrinya ayah bundanya keluarga besarnya selama ini mjd kebanggaan krn kehebatan jabatan dan kekayaan tapi kok ya masih korupsi akhirnya semuanya jatuh ke arah kegelapan rakyat jelata pun berkata teganya nikmati hasil kecurangan kalian kurang sugih yo,Negatif
@herisetiawan78,bener kata pak ahok di pertamina banyak mafia markup pengadaan minyak bumi indonesia tetap ketinggalan dari malaysia singapura thailand brunei dll,Negatif
@putrahastinapura4248,pak woo lebih jeli bela rakyat yakin nkri maju,Positif
@deddyirwandy3884,itu muka tersangka semua dibuka ga usah ada yg pake masker biar kelihatan tuh bangsatnya,Negatif
@mainansonia,hukuman mati,Negatif
@Sekararum-i3e,di konoha mah dah biasa jngn pada heran,Negatif
@adiiiii7388,kejagung di tantang ahok tuh brani totalitas gk,Negatif
@JOV_Cenari,cobak ada hukum yang korupsi disuruh mengemblikn uang hasil korupsiny dan hbis itu dihukum mati pasti ng ada yng bkl korupsi lgi,Negatif
@sitinurhidayah2359,apa indonesia nggak hancur sda melimpah lha koq rakyatnya miskn phk dimana cari kerja susah sdh thn lhoo,Negatif
@Hawaniamaharani-r6y,miskinkan dan hukum mati aja sampah seperti itu,Negatif
@solehasolihin3131,selalu merugikan negara merugikan rakyat seluruh indonesia,Negatif
@faridahrochaeni1954,sementara masih ada orang yg beli bensin cuman sedih gw liat nya mau gw kasih takut dia mengira hal lain ketir gw liat nya,Negatif
@aliwaha1918,gk usah sopan begitu x pak saat di tangkap,Negatif
@ayenyt17,korupsi dengan cara titip vendor kah ini kalau gini sih semuanya pasti ada bahkan di pt swasta banyak sekali,Negatif
@Jaka-kc4vk,sampah negara gene biarkan aja malu nggak usah dikasi pake masker zoom aja wajahnya agar seluruh indonesia tahu penghianat seperti gene miskinkan hukum mati aja,Negatif
@Love4allkind,semboyan akhlak kelakuan maling tapi ga terima dibilang gelap hidup ndasmu,Negatif
@warungmamarava2930,hebat kejagung kpk mana nih,Negatif
@Zaskia5380,yg paling di rugikan rakyat beli pertamax dgn harga mahal rupanya isi nya pertalite sudah saat nya indonesia terapkan hukum mati koruptor,Negatif
@juliananapitupulu3493,cocok nya ini koruptor digantung,Negatif
@steveholt3513,contoh salah satunya pejabat indonesia,Negatif
@Elin-m9h,org tamak serakah,Netral
@suprayektiprawirosudarmo5056,oknum korupsi harus mengembalikan uang rakyat yang membeli bahan bakar yang telah dioplos minimal setiap pemilik mobil dan motor bisa diberikan ganti rugi mengapa ya kalian oknum pejabat sudah gajinya besar masih korupsi memperkaya diri mohon negara ibu sri mulyani lapor uang korupsi yang sudah dikembalikan ke negara miskinkan mereka dan segera untuk bayar hutang negara,Negatif
@RiniHandayani-b6r,cocok dihukum mati kalau di korut ato china udh hilang ni nyawa org dipenggal,Negatif
@WidodoTomen,ini kalau pemerintah koruptor tidak dihumum mati akan banyak koruptor lagi,Negatif
@Se_sport,pingin banget saya pukun koruptor itu sampai patah tangannya,Negatif
@kamaludin7020,bakar hidup di saksikan rakyat,Negatif
@Menarachanel,ancur negara,Netral
@retnoandianingrum8358,penyebutan nama jangan pakai inisial udah sebutin aja nama lengkapnya biar malu seumur hidup juga anak istri bapak ibu udah bukan negara aja yg rugi langsung loh ke rakyat cukk,Negatif
@suratmi5092,terapkan hukuman mati bagi koruptor kalau tidak negara ini hancur kasihan masa depan anak cucu kita,Negatif
@siiiblack962,konyol bgt udh segitu byk nya baru ketahuan puas bgt dah tuh hura pake duit panas,Negatif
@marliyah6310,harusnya dihukum mati atau seumur hidup,Negatif
@abengmadiasta6766,ini wajib di hukum mati maling ini,Negatif
@kacuksuyanto4499,di hukum mati saja karena merugikan masyarakat indonesia,Negatif
@krisnowahyudi4208,ko rugikan negara sih rakyat yg udah bli pertamax apa ga dirugikan merugikan rakyat lah,Negatif
@johaneschenlie2904,negara ini hancur di karenakan bangsa sendiri yg berwatak koruptor dan mereka tidak cinta masa depan negara ini maupun rakyat miskin,Negatif
@johaneschenlie2904,menuju indonesia c emas dg koruptor penghancur masa depan rakyat,Negatif
@mhyaNav,sepandai pandai tupai melompat pasti jatuh juga sepandai pandai sembunyikan bangkai pasti tercium juga,Negatif
@nonom77,hukuman mati setuju,Negatif
@HendraWawan-j3g,shrus nya dpr segera mgesahkan undang perampasan aset dan hkuman mati kalau tidak negri ini akan hncur oleh pejabat yang korop,Negatif
@Tolee-q1o,tembak di tempat saja sudah kelamaan,Negatif
@happyhappy-pn6hy,gk pd mati qja sii koruptor ya tuhan,Negatif
@Sutiah-r5p,kalau di tanya soal agama bilangnya islam tapi kalau di tanya soal makan babi pasti bilangnya haram tapii kalau di tanya uang korupsi bilangnya halal itulah orang indonesia islam seperti ini cm formalitas seperti kyk di ktp,Negatif
@berotoza-nu3db,tangkap hukum mati,Negatif
@nurindraramadhani4803,hukum mati i miskinkann yg semua ada hubungan dengan pencuri uang rakyat ini,Negatif
@berotoza-nu3db,sita semua asett miskinkan,Negatif
@brantakanproject,kenapa negara yg dirugikan bukanya masyarakat yang dirugikan,Negatif
@satriyaagungwicaksana9015,wajib di kill mental korupnya sangat berbahaya buat negara,Negatif
@JuniorFK23,semoga mereka di azab sepedih pedihnya aamiin,Negatif
@hozie-fz1ck,manusia yg pake rompi tangan di borgo salah satul manusia serakah di dunia,Negatif
@HamDan-ie6rk,hukum pancung untuk krpr,Negatif
@Aira87333,ya allah knp para pejabat negeri qu pada koropsi begini berikan lah merka hidayah ya allah,Negatif
@SupraptiSuprapti-g6u,orang di kasih rejeki cukup masih koropsi itu namanya orang serakah tamak garta di tumpuk buat senang sendiri kluarga anak istrivdi kasih makan pakai uang koropsi masih kurang gaji jutaan gk cukup untuk hidup gk pernah bersyukur mangkanta klau jln itu lihat yg di bawah jgn lihat dongak trus hai bpk yg koropsi makan dg uang yg halal aja biar berkah kehidupanya kluarga,Negatif
@heriasma4448,habis sudah kebuasanmu yang selama ini kau lakukan dengan segala keiblisan kalian merancang pura baik bak srigala berbulu domba kini hari kalian lebih mengenaskan dari gembel miskin sampai mati,Negatif
@andrinopendri5490,ini merugikan masyarakat bukan negara,Negatif
@andrinopendri5490,wajar aja masyarakat indonesia gak kaya kalo diatas nya suka korupsi hukum seberat beratnya,Negatif
@ImamMahdi-e2r,mentri bumn wajib bertanggung jawab dengan kasus ini jngan pura gtu,Negatif
@bmx_rahma6825,hukum mati para koruptor,Negatif
@Uturn_Boy,kami warga indonesia setuju sih smua tersangka suruh minum segelas oplosan pertamax nya,Negatif
@Ociii3030,paling juga hukumannya taun hukumannya pasilitas mewah lagi d dalam pejar,Negatif
@Duatitik18,koruptor harus di hukum mati masyarakat indonesia pasti setuju,Negatif
@MJRitaSinambela,tembak mati aja boleh gak duit gede itu jgn sama kyk maling ayam,Negatif
@hanyons9555,negeri para bedebah,Negatif
@sapariagus636,takutnya gas elpiji d oplos ama kentut jadi harus d awasi bukan hanya pertamina,Negatif
@Belajarbersamamomo,rompi bisa kali pasang sendiri ya masa iya udha jadi tersangka masi istimewa,Negatif
@MuhammadFithraji-ey6my,gaji udah gede masih aja serakah keg firaun apa sih bro yg lu kejar didunia,Negatif
@prijanto2083,kok gak di pukul i seperti pencuri ayam,Negatif
@sournsweetsss,kenapa gabisa bikin hukuman mati yah negara kita padahaal jelas merugikan negara dan masyarakat malah adanya di remisi angka tahanannya suka heran,Negatif
@SuryadiYadi-o7p,pantes pada kaya raya pegawai pertamina,Negatif
@wiwiekhariyati8592,di doakan moga para koruptor cepat kena azab,Negatif
@reksimacicu6991,kata pas di negara kita para koruptor di beri rengking dan yang tinggi rengkinya di beri hadiah oleh kepala negara karna kepala negara tidak sangup menangani korupsi,Negatif
@Linking88,tenang mereka hanya dijatuhij hukuman th dan denda juta,Negatif
@fadzabola3225,untung kalian tidak hidup dicina,Negatif
@fadzabola3225,bravo kejaksaan ri,Netral
@AliBasah-j9j,hukuman mati dan perampasan aset,Negatif
@JengMin,misi penjajahan zmn dulu adalah ingin memiliki kekayaan alam bumi pertiwi seandainya pejabat ga korupsi kami anak bangsa bisa belajar dg baik sekolah geratis lapangan kerja banyak bahan pangan ckp petani makmur pasti bakal terwujud istilah gemah ripah loh jinawi thn sdh merdeka kami rakyat kcl mkn pun susah smw serba mahal ternyata akal bulus koruptor saatnya hukum hrs ditegakkan agar memberi efek jera koruptor saatnya pemerintah berani menjatuhkan hukuman mati bagi koruptor,Negatif
@deflondef103,hukum mati pak,Negatif
@buburkacang6441,uud dpr yg sekrg d pakae paling hukuman thn harta utuh pantas negara ini pejabat hobi korupsi rakyat yg ujungnya jadi korban,Negatif
@RasmanLubis,harus di hukum mati tanpa bersyrat,Negatif
@mocharif376,semua koruptor sesungguhnya bisa menghancurkan tingkat perekonomian negara ini sehingga indonesia tidak bisa menjadi negara maju,Negatif
@ironiron33,mereka sopan dan ada yang pakai masker,Negatif
@ImamMujahidin-tx5iz,gatel tangan pen nampar muka nya,Negatif
@veriagustinus2216,org ky gini paling hukuman cuma tahun berkelakuan baik di potong tahun jd cuma tahun trus dpt remisi jadi thun cuihh begini amad hukum di indo ga ada perubahan hukum lembek,Negatif
@Faturrohman-u4x,dasar monyet,Negatif
@eninuraeni1216,kwalitas gas juga periksa pasti ada oknum yang suka ngurangin isi gas,Negatif
@mayacreator7413,sebelum tanah menyumbat mulut mereka takan ada habisnya sifat serakah mnusia,Negatif
@ImamMahdi-e2r,pt pertamina menti nya ngapain ajh sgtu lama nya bru di ktahui apa sengaja di biarkan,Negatif
@hermanhermanto540,gimana erik tohir dulu bilang nya mau bersih kong kali kong,Negatif
@alkalinakalakalin9379,hukumannya hanya dipenjara saja ko d dalam penjara saja mereka bisa hidup enak jadi sudah pasti tidak akan ada yang takut kalau mau melakukan tindak korupsi sampe kiamat pun para koruptor tidak akan ada habisnya,Negatif
